Collection,Parent Object,Child Object,Property,Value,Data File,Units,Band,Date From,Date To,Timeslice,Action,Expression,Scenario,Memo,Category,Tech_simple
Generators,System,CHP_Coal_BAL,Commit,0,Units,-,1,,,,=,,,,Agg_BAL,CHP Oil
Generators,System,CHP_Coal_BAL,Max Ramp Up,0,MaxRamp,MW/min,1,,,,=,,RampRates,,Agg_BAL,CHP Oil
Generators,System,CHP_Coal_BAL,Max Ramp Up,0,MaxRampFlex,MW/min,1,,,,=,,FlexibleRR,,Agg_BAL,CHP Oil
Generators,System,CHP_Coal_BAL,Ramp Up Charge,0,RampUpCharge,$/MW,1,,,,=,,RampCharges,,Agg_BAL,CHP Oil
Generators,System,CHP_Coal_BAL,Max Ramp Down,0,MaxRamp,MW/min,1,,,,=,,RampRates,,Agg_BAL,CHP Oil
Generators,System,CHP_Coal_BAL,Max Ramp Down,0,MaxRampFlex,MW/min,1,,,,=,,FlexibleRR,,Agg_BAL,CHP Oil
Generators,System,CHP_Coal_BAL,Ramp Down Charge,0,RampDownCharge,$/MW,1,,,,=,,RampCharges,,Agg_BAL,CHP Oil
Generators,System,CHP_Coal_BAL,Aux Incr,0,AuxLosses,%,1,,,,=,,AuxLosses,,Agg_BAL,CHP Oil
Generators,System,CHP_Coal_BAL,Min Capacity Factor Month,60,,%,1,,,,=,,MinCF_Coal_NZE2030,,Agg_BAL,CHP Oil
Generators,System,CHP_Coal_BAL,Min Capacity Factor Month,65,,%,1,,,,=,,MinCF_Coal_NZE2030_65pc,,Agg_BAL,CHP Oil
Generators,System,CHP_Coal_BAL,Min Capacity Factor Month,70,,%,1,,,,=,,MinCF_Coal_NZE2030_70pc,,Agg_BAL,CHP Oil
